address,size,class,method_signature,source_file
001f2210,124,CGtNATDataManager,"WeAreReadyToApplyNATData(int,const CGtNATData*)",GtNATDataManager.cpp
001f2290,204,CGtNATDataManager,UnregisterPlayer(int),GtNATDataManager.cpp
001f2360,204,CGtNATDataManager,RegisterNewPlayer(int),GtNATDataManager.cpp
001f2430,60,CGtNATDataManager,GetEntry(int),GtNATDataManager.cpp
001f2470,1336,CGtNATDataManager,"FinaliseNATData(float,float,int,int,int,int*,int*)",GtNATDataManager.cpp
001f29b0,332,CGtNATDataManager,RegisterMessageTypes(int),GtNATDataManager.cpp
001f2b00,204,CGtNATDataManager,ResetFinaliseNATDataVariables(),GtNATDataManager.cpp
001f2bd0,156,CGtNATDataManager,"NATTestConnectionMessageDeliveredCallback(bool,CGtNetworkMessage*,void*)",GtNATDataManager.cpp
001f2c70,76,CGtNATDataManager,"NATTestConnectionMessageArrivedCallback(CGtNetworkMessage*,int,void*)",GtNATDataManager.cpp
001f2cc0,156,CGtNATDataManager,"NATProtoMangleTestConnectionMessageDeliveredCallback(bool,CGtNetworkMessage*,void*)",GtNATDataManager.cpp
001f2d60,76,CGtNATDataManager,"NATProtoMangleTestConnectionMessageArrivedCallback(CGtNetworkMessage*,int,void*)",GtNATDataManager.cpp
001f2db0,8,CGtNATDataManager,"NATFinaliseMessageArrivedCallback(CGtNetworkMessage*,int,void*)",GtNATDataManager.cpp
001f2dc0,1696,CGtNATDataManager,RemoveAPortMapping(int),GtNATDataManager.cpp
001f3460,2056,CGtNATDataManager,"SetUpAPortMapping(int,int)",GtNATDataManager.cpp
001f3c70,2544,CGtNATDataManager,"GetPortMappingDetails(int,int*,int*,int*,int*)",GtNATDataManager.cpp
001f4660,2052,CGtNATDataManager,GetGatewayExternalAddress(),GtNATDataManager.cpp
001f4e70,3084,CGtNATDataManager,FindGatewayDevice(),GtNATDataManager.cpp
001f5a80,212,CGtNATDataManager,GetMyNATData(int),GtNATDataManager.cpp
001f5b60,268,CGtNATDataManager,Release(),GtNATDataManager.cpp
001f5c70,368,CGtNATDataManager,"Prepare(CGtNetworkAdapter*,CGtNetworkPlayerManager*,float)",GtNATDataManager.cpp
001f5de0,8,CGtNATDataManager,Destruct(),GtNATDataManager.cpp
001f5df0,360,CGtNATDataManager,Construct(),GtNATDataManager.cpp
001f6300,8,CGtNetworkPlayerManager,IsPlayerListValid(),GtNetworkPlayerManager.cpp
001f6310,8,CGtNetworkPlayerManager,GetHostPlayerID(),GtNetworkPlayerManager.cpp
001f6320,8,CGtNetworkPlayerManager,SetHostPlayerID(int),GtNetworkPlayerManager.cpp
001f6330,176,CGtNetworkPlayerManager,FinalisePlayerList(),GtNetworkPlayerManager.cpp
001f63e0,72,CGtNetworkPlayerManager,BeginPlayerList(),GtNetworkPlayerManager.cpp
001f6430,204,CGtNetworkPlayerManager,GetPlayerIndexByID(int),GtNetworkPlayerManager.cpp
001f6500,432,CGtNetworkPlayerManager,CheckForNack(CGtNetworkMessage*),GtNetworkPlayerManager.cpp
001f66b0,468,CGtNetworkPlayerManager,CheckForAck(CGtNetworkMessage*),GtNetworkPlayerManager.cpp
001f6890,396,CGtNetworkPlayerManager,MessageIsDuplicate(CGtNetworkMessage*),GtNetworkPlayerManager.cpp
001f6a20,276,CGtNetworkPlayerManager,"ThrowAwayMessage(CGtNetworkMessage*,int,int)",GtNetworkPlayerManager.cpp
001f6b40,276,CGtNetworkPlayerManager,"AcceptMessage(CGtNetworkMessage*,int,int)",GtNetworkPlayerManager.cpp
001f6c60,8,CGtNetworkPlayerManager,ResetFinaliseNATDataVariables(),GtNetworkPlayerManager.cpp
001f6c70,472,CGtNetworkPlayerManager,"FinaliseNATData(float,float,int)",GtNetworkPlayerManager.cpp
001f6e50,400,CGtNetworkPlayerManager,"AddBufferedReliableMessage(int,CGtNetworkMessage*,int)",GtNetworkPlayerManager.cpp
001f6fe0,884,CGtNetworkPlayerManager,ReceiveMessages(),GtNetworkPlayerManager.cpp
001f7360,316,CGtNetworkPlayerManager,GetNextNetworkPlayerByID(int) const,GtNetworkPlayerManager.cpp
001f74a0,308,CGtNetworkPlayerManager,GetPreviousNetworkPlayerByID(int) const,GtNetworkPlayerManager.cpp
001f75e0,288,CGtNetworkPlayerManager,"PlayerIsANextPlayer(int,int) const",GtNetworkPlayerManager.cpp
001f7700,16,CGtNetworkPlayerManager,GetPlayer(int) const,GtNetworkPlayerManager.cpp
001f7710,156,CGtNetworkPlayerManager,GetPlayerByID(int) const,GtNetworkPlayerManager.cpp
001f77b0,8,CGtNetworkPlayerManager,SetMyPlayerID(int),GtNetworkPlayerManager.cpp
001f77c0,8,CGtNetworkPlayerManager,GetMyPlayerID() const,GtNetworkPlayerManager.cpp
001f77d0,16,CGtNetworkPlayerManager,SetMyPlayerIndex(int),GtNetworkPlayerManager.cpp
001f77e0,56,CGtNetworkPlayerManager,GetMyPlayerIndex() const,GtNetworkPlayerManager.cpp
001f7820,324,CGtNetworkPlayerManager,"RegisterPlayer(const char*,int,int,void*)",GtNetworkPlayerManager.cpp
001f7970,180,CGtNetworkPlayerManager,ClearAllPlayers(),GtNetworkPlayerManager.cpp
001f7a30,336,CGtNetworkPlayerManager,SetGameID(int),GtNetworkPlayerManager.cpp
001f7b80,140,CGtNetworkPlayerManager,PostUpdate(int),GtNetworkPlayerManager.cpp
001f7c10,60,CGtNetworkPlayerManager,Update(int),GtNetworkPlayerManager.cpp
001f7c50,84,CGtNetworkPlayerManager,Release(),GtNetworkPlayerManager.cpp
001f7cb0,440,CGtNetworkPlayerManager,"Prepare(CGtNetworkAdapter*,void (*)(int, int, int),float)",GtNetworkPlayerManager.cpp
001f7e70,120,CGtNetworkPlayerManager,Destruct(),GtNetworkPlayerManager.cpp
001f7ef0,384,CGtNetworkPlayerManager,"Construct(CGtNetworkPlayer**,int,unsigned char*,int,int)",GtNetworkPlayerManager.cpp
001f8090,64,CGtThreadMgr,SleepThread(int),GtThreadMgrPS2.cpp
001f8160,204,CGtThreadMgr,SleepThreadTillVBlank(),GtThreadMgrPS2.cpp
001f8230,108,CGtThreadMgr,EnableVBlankWait(),GtThreadMgrPS2.cpp
001f82a0,120,CGtThreadMgr,"CreateThread(int (*)(void*),void*,int,CGtThreadMgr::EThreadPriorities)",GtThreadMgrPS2.cpp
001f8320,8,CGtThreadMgr,Open(),GtThreadMgrPS2.cpp
001fc000,20,CB3NetworkPlayer,GetTimeSinceLastPacketArrived() const,B3NetworkPlayer.cpp
001fc020,532,CB3NetworkPlayer,DealWithShuntsAndSlams(CUpdateMessageParams*),B3NetworkPlayer.cpp
001fc240,368,CB3NetworkPlayer,IsAllNATDataFinalised(),B3NetworkPlayer.cpp
001fc3b0,384,CB3NetworkPlayer,SendDetailsOfNATFinalisedStatus(),B3NetworkPlayer.cpp
001fc530,8,CB3NetworkPlayer,GetName() const,B3NetworkPlayer.cpp
001fc540,48,CB3NetworkPlayer,RecvReplay(),B3NetworkPlayer.cpp
001fc570,364,CB3NetworkPlayer,"SendReplay(CB3ReplayFileHeader*,unsigned char*)",B3NetworkPlayer.cpp
001fc6e0,56,CB3NetworkPlayer,Destruct(),B3NetworkPlayer.cpp
001fc720,8,CB3NetworkPlayer,Release(),B3NetworkPlayer.cpp
001fc730,924,CB3NetworkPlayer,PostUpdate(),B3NetworkPlayer.cpp
001fcad0,352,CB3NetworkPlayer,IsOurTurnToSend(int*),B3NetworkPlayer.cpp
001fcc30,600,CB3NetworkPlayer,BandwidthIsAvailableForCrashingTraffic(),B3NetworkPlayer.cpp
001fce90,1176,CB3NetworkPlayer,Update(),B3NetworkPlayer.cpp
001fd330,3304,CB3NetworkPlayer,StickValuesIntoCrashingTrafficPhysics(),B3NetworkPlayer.cpp
001fe020,4012,CB3NetworkPlayer,"ApplyTrafficCarData(CB3NetworkRaceUpdateMessage*,int)",B3NetworkPlayer.cpp
001feff0,704,CB3NetworkPlayer,"ApplyRaceCarDataReadyForPredictiveApplication(unsigned short,const CB3NetworkRaceUpdateMessage*)",B3NetworkPlayer.cpp
001ff2b0,424,CB3NetworkPlayer,"ApplyNetworkCarData(CB3NetworkRaceUpdateMessage*,const GtMathPs2::CGtMatrix3x4&,int)",B3NetworkPlayer.cpp
001ff460,676,CB3NetworkPlayer,RetrieveMessage(unsigned short),B3NetworkPlayer.cpp
001ff710,600,CB3NetworkPlayer,RegisterMessages(),B3NetworkPlayer.cpp
001ff970,972,CB3NetworkPlayer,CheckForNewMessages(unsigned short),B3NetworkPlayer.cpp
001ffd40,308,CB3NetworkPlayer,"UpdateLatency(unsigned short,unsigned short)",B3NetworkPlayer.cpp
001ffe80,424,CB3NetworkPlayer,UpdatePing(),B3NetworkPlayer.cpp
00200030,12,CB3NetworkPlayer,SetSendFrequency(),B3NetworkPlayer.cpp
00200040,196,CB3NetworkPlayer,"Prepare(const char*,int,CGtNetworkAdapter*,int,void*)",B3NetworkPlayer.cpp
00200110,544,CB3NetworkPlayer,PrepareForGameStart(),B3NetworkPlayer.cpp
00200330,104,CB3NetworkPlayer,OnGameStart(),B3NetworkPlayer.cpp
002003a0,252,CB3NetworkPlayer,"Construct(CGtNetworkPlayerManager*,CGtNetworkHeadset*)",B3NetworkPlayer.cpp
00201190,184,CGtSyncTimeClient,"TimeIsSynchronised(float,int)",GtSyncTimeClient.cpp
00201250,536,CGtSyncTimeClient,"Update(unsigned short,float*)",GtSyncTimeClient.cpp
00201470,76,CGtSyncTimeClient,Release(),GtSyncTimeClient.cpp
002014c0,172,CGtSyncTimeClient,Prepare(),GtSyncTimeClient.cpp
00201570,8,CGtSyncTimeClient,Construct(CGtNetworkPlayerManager*),GtSyncTimeClient.cpp
00201580,252,CGtSyncTimeHost,"Update(int,float,bool)",GtSyncTimeHost.cpp
00201680,132,CGtSyncTimeHost,Release(),GtSyncTimeHost.cpp
00201710,132,CGtSyncTimeHost,Prepare(),GtSyncTimeHost.cpp
002017a0,124,CGtSyncTimeHost,"Construct(CGtSyncTime*,int,CGtNetworkPlayerManager*)",GtSyncTimeHost.cpp
00201820,32,CGtSyncTime,GetSyncTimeMessageReceived(),GtSyncTime.cpp
00201840,132,CGtSyncTime,"PrepareSyncTimeMessageToSend(int,float,float)",GtSyncTime.cpp
002018d0,64,CGtSyncTime,Release(CGtNetworkPlayer*),GtSyncTime.cpp
00201910,108,CGtSyncTime,Prepare(CGtNetworkPlayer*),GtSyncTime.cpp
00201980,48,CGtSyncTime,Construct(CGtNetworkPlayerManager*),GtSyncTime.cpp
002019b0,44,CGtSyncTimeMessage,Construct(),GtSyncTimeMessage.cpp
002019e0,52,CB3Fog,"CalculateClipPlanes(float*,float*,float)",B3FogPS2.cpp
00201a20,160,CB3Fog,RestoreRenderstates(const CB3CameraData*),B3FogPS2.cpp
00201ac0,104,CB3Fog,SetRenderstates(),B3FogPS2.cpp
00201b30,924,CB3Fog,"RenderIndexedFog(GtMathPs2::CGtV3d,unsigned int,unsigned int,unsigned int,unsigned int,unsigned int,unsigned int,unsign",B3FogPS2.cpp
00201ed0,768,CB3Fog,"GenerateClut(float,float)",B3FogPS2.cpp
002021d0,724,CB3Fog,"ZGreen2FBAlpha(unsigned int,unsigned int,unsigned int,unsigned int,unsigned int,unsigned int,unsigned int)",B3FogPS2.cpp
002024b0,504,CB3Fog,"Render(GtMathPs2::CGtV3d,float,float)",B3FogPS2.cpp
0020bb30,36,CB3SunRenderer,RenderEnvmap(),B3SunRendererPS2.cpp
0020bb60,848,CB3SunRenderer,RenderEnvmapBlob(),B3SunRendererPS2.cpp
0020beb0,764,CB3SunRenderer,RenderEnvmapCorona(),B3SunRendererPS2.cpp
0020c1b0,1392,CB3SunRenderer,PrepareEnvmapSunCoronaData(),B3SunRendererPS2.cpp
0020c720,2168,CB3SunRenderer,RenderCorona(),B3SunRendererPS2.cpp
0020cfa0,1540,CB3SunRenderer,OcclusionTest(),B3SunRendererPS2.cpp
0020d5b0,792,CB3SunRenderer,RenderBlob(),B3SunRendererPS2.cpp
0020d8d0,592,CB3SunRenderer,"SetupCamera(GtMathPs2::CGtV3d,GtMathPs2::CGtV4d,float,float)",B3SunRendererPS2.cpp
0020db20,44,CB3SunRenderer,Release(),B3SunRendererPS2.cpp
0020db50,240,CB3SunRenderer,"Prepare(CGtTexture*,CGtTexture*,CGtTexture*)",B3SunRendererPS2.cpp
0020dc40,12,CB3SunRenderer,Destruct(),B3SunRendererPS2.cpp
0020dc50,12,CB3SunRenderer,Construct(),B3SunRendererPS2.cpp
0020dc60,8,GtMathPs2,CGtV2d::CGtV2d(),B3SunRendererPS2.cpp
0020dc70,72,CB3CarViewerGameMode,Release(),B3CarViewerGameMode.cpp
0020dcc0,1108,CB3CarViewerGameMode,Render(),B3CarViewerGameMode.cpp
0020e120,292,CB3CarViewerGameMode,"SetArrowVertices(CB3Im3dVertex*,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,G",B3CarViewerGameMode.cpp
0020e250,8036,CB3CarViewerGameMode,Update(),B3CarViewerGameMode.cpp
002101c0,444,CB3CarViewerGameMode,"UpdateHinges(CB3VehicleEssentialParams*,CB3VehicleParams*)",B3CarViewerGameMode.cpp
00210380,368,CB3CarViewerGameMode,Prepare(),B3CarViewerGameMode.cpp
002104f0,60,CB3CarViewerGameMode,Construct(),B3CarViewerGameMode.cpp
00210530,160,GtComms,CGtCommsDatabaseGame::CheckFileValid(const char*),GtCommsDatabaseGame.cpp
002105d0,284,GtComms,CGtCommsDatabaseGame::InitialiseDefaultValues(),GtCommsDatabaseGame.cpp
002106f0,320,GtComms,CGtCommsDatabaseGame::SetDefaultElementValue(GtComms::CGtCommsDatabaseEntry*),GtCommsDatabaseGame.cpp
00210830,8,GtComms,CGtCommsDatabaseGame::RemoveEntryCore(GtComms::CGtCommsDatabaseEntry*),GtCommsDatabaseGame.cpp
00210840,8,GtComms,CGtCommsDatabaseGame::TransmitElement(GtComms::CGtCommsDatabaseEntry*),GtCommsDatabaseGame.cpp
00210850,56,GtComms,CGtCommsDatabaseGame::Construct(),GtCommsDatabaseGame.cpp
00210890,40,CB3TrafficPhysics,StopCrashing(),B3TrafficPhysics.cpp
002108c0,8,CB3TrafficPhysics,Destruct(),B3TrafficPhysics.cpp
002108d0,52,CB3TrafficPhysics,Release(),B3TrafficPhysics.cpp
00210910,2408,CB3TrafficPhysics,Update(float),B3TrafficPhysics.cpp
00211280,760,CB3TrafficPhysics,"Prepare(CB3TrafficVehicle*,int)",B3TrafficPhysics.cpp
00211580,112,CB3TrafficPhysics,Prepare(),B3TrafficPhysics.cpp
002115f0,44,CB3TrafficPhysics,Construct(),B3TrafficPhysics.cpp
00211620,8,CGtNetworkConditions,SendDelayedMessages(int),GtNetworkConditions.cpp
00211630,8,CGtNetworkConditions,"FakeNetworkConditionsWillDealWithThisPacket(unsigned char*,int,int,int,int)",GtNetworkConditions.cpp
00211640,8,CGtNetworkConditions,"Construct(CGtNetworkAdapter*,int)",GtNetworkConditions.cpp
00211650,208,CGtTexture,FixUp(),GtTexturePS2.cpp
00211720,216,CGtTexture,FixDown(),GtTexturePS2.cpp
00211800,52,CGtTexture,AttachPlugins(),GtTexturePS2.cpp
00211840,120,CGtTexture,CreateCopy(unsigned int),GtTexturePS2.cpp
002118c0,184,CB3StreamedTrack,TestPosition(GtMathPs2::CGtV3d),B3StreamedTrackCollisionPS2.cpp
00211980,60,CB3Viewport,Update(),B3Viewport.cpp
002119c0,44,CB3Viewport,"Construct(int,int,int)",B3Viewport.cpp
002119f0,96,CB3TrackList,GetTrackRegion(unsigned long),B3DataLists.cpp
00211a50,56,CB3TrackList,GetTrackIndexFromID(unsigned long),B3DataLists.cpp
00211a90,140,CB3TrackList,IsTrackRightHandDrive(unsigned long),B3DataLists.cpp
00211b20,72,CB3TrackList,IsTrackPointToPoint(unsigned long),B3DataLists.cpp
00211b70,44,CB3TrackList,IsTrackMarathon(unsigned long),B3DataLists.cpp
00211ba0,176,CB3TrackList,"CreateTrackPathFromIndex(int,char*,int)",B3DataLists.cpp
00211c50,168,CB3TrackList,"CreateTrackPathFromID(unsigned long,char*,int)",B3DataLists.cpp
00211d00,264,CB3VehicleList,Sort(),B3DataLists.cpp
00211e10,360,CB3VehicleList,"CompareEntries(int,int)",B3DataLists.cpp
00211f80,144,CB3VehicleList,GetCarCount(EB3MenuCarClasses),B3DataLists.cpp
00212010,164,CB3VehicleList,"GetCarID(EB3MenuCarClasses,int)",B3DataLists.cpp
002120c0,324,CB3VehicleList,GetClassFromID(unsigned long),B3DataLists.cpp
00212210,68,CB3TrackList,DoesTrackExist(unsigned long),B3DataLists.cpp
00212260,56,CB3VehicleList,GetVehicleIndexFromID(unsigned long),B3DataLists.cpp
002122a0,68,CB3VehicleList,GetVehicleBoostBarSize(unsigned long),B3DataLists.cpp
002122f0,72,CB3VehicleList,IsVehicleDriveable(unsigned long),B3DataLists.cpp
00212340,180,CB3VehicleList,"CreateVehiclePathFromIndex(int,char*,int)",B3DataLists.cpp
00212400,56,CB3VehicleList,DoesVehicleExist(unsigned long),B3DataLists.cpp
00212440,168,CB3VehiclePhysicsAttribs,CopyToPhysics(CB3VehiclePhysics*),B3VehiclePhysicsAttribs.cpp
002124f0,800,CB3VehiclePhysicsAttribs,Register(unsigned long),B3VehiclePhysicsAttribs.cpp
00212810,8,CB3VehiclePhysicsAttribs,Destruct(),B3VehiclePhysicsAttribs.cpp
00212820,176,CB3VehiclePhysicsAttribs,Release(),B3VehiclePhysicsAttribs.cpp
002128d0,80,CB3VehiclePhysicsAttribs,Construct(),B3VehiclePhysicsAttribs.cpp
00212920,688,CB3RaceCarPhysicsAttribs,CopyToPhysics(CB3VehiclePhysics*),B3RaceCarPhysicsAttribs.cpp
00212bd0,12,CB3Transmission,RPMToRadPerSec(float),B3RaceCarPhysicsAttribs.cpp
00212be0,1056,CB3RaceCarPhysicsAttribs,Unregister(),B3RaceCarPhysicsAttribs.cpp
00213000,5212,CB3RaceCarPhysicsAttribs,Register(CB3VehiclePhysics*),B3RaceCarPhysicsAttribs.cpp
00214460,8,CB3RaceCarPhysicsAttribs,Destruct(),B3RaceCarPhysicsAttribs.cpp
00214470,8,CB3RaceCarPhysicsAttribs,Release(),B3RaceCarPhysicsAttribs.cpp
00214480,64,CB3RaceCarPhysicsAttribs,Prepare(CB3VehiclePhysics*),B3RaceCarPhysicsAttribs.cpp
002144c0,604,CB3RaceCarPhysicsAttribs,Construct(),B3RaceCarPhysicsAttribs.cpp
00214720,564,CB3ParticleRenderer,DispatchArray(CB3ParticleRenderer::CB3ParticleRendererEntry*),B3ParticleRendererPS2.cpp
00214960,996,CB3ParticleRenderer,EndRender(),B3ParticleRendererPS2.cpp
00214d50,192,CB3ParticleRenderer,RenderParticleArray(CB3ParticleArray*),B3ParticleRendererPS2.cpp
00214e10,16,CB3ParticleRenderer,BeginRender(bool),B3ParticleRendererPS2.cpp
00214e20,8,CB3ParticleRenderer,Destruct(),B3ParticleRendererPS2.cpp
00214e30,8,CB3ParticleRenderer,Construct(),B3ParticleRendererPS2.cpp
00214e40,776,CB3ParticleArray,"SpawnParticle(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float,float,float,float,float,float,bool,bool)",B3ParticleRendererPS2.cpp
00215150,168,CB3ParticleArray,"EndUpdate(float,const GtMathPs2::CGtV2d&)",B3ParticleRendererPS2.cpp
00215200,8,CB3ParticleArray,BeginUpdate(float),B3ParticleRendererPS2.cpp
00215210,448,CB3ParticleArray,"SetLighting(GtMathPs2::CGtV4d,GtMathPs2::CGtV3d)",B3ParticleRendererPS2.cpp
002153d0,8,CB3ParticleArray,Release(),B3ParticleRendererPS2.cpp
002153e0,776,CB3ParticleArray,Prepare(),B3ParticleRendererPS2.cpp
002156f0,8,CB3ParticleArray,Destruct(),B3ParticleRendererPS2.cpp
00215700,1180,CB3ParticleArray,Construct(EParticleArrayID),B3ParticleRendererPS2.cpp
00215ba0,424,CB3ParticleArray,"CB3ParticleBank::Update(CB3ParticleArray*,float,float)",B3ParticleRendererPS2.cpp
00215d50,932,CB3ParticleArray,CB3ParticleBank::Construct(unsigned int),B3ParticleRendererPS2.cpp
00216100,1736,CB3EffectsManager,"DoCrazySparksWithWorld(CB3CollidingBody*,const CB3SparkSpawnParams*)",B3EffectsManager.cpp
002167d0,2412,CB3EffectsManager,"RenderLightCoronas(const CB3VehicleEssentialParams&,bool)",B3EffectsManager.cpp
00217140,164,CB3EffectsManager,"AddTrafficCorona(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float)",B3EffectsManager.cpp
002171f0,516,CB3EffectsManager,"RenderCoronaType(const CB3VehicleEssentialParams&,EB3VehicleTags,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathP",B3EffectsManager.cpp
00217400,940,CB3EffectsManager,RenderRaceCarBoostEffect(CB3RaceCar*),B3EffectsManager.cpp
002177b0,1860,CB3EffectsManager,DoPickupEffect(const CB3CrashPickup*),B3EffectsManager.cpp
00217f00,404,CB3EffectsManager,"UpdateVehicleFireTrail(CB3VehiclePhysics*,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
002180a0,440,CB3EffectsManager,UpdateBodyPartDustTrail(CB3BodyPartPhysics*),B3EffectsManager.cpp
00218260,272,CB3EffectsManager,"UpdatePropWorldCollisionEffects(CB3CollidingBody*,EB3PropType)",B3EffectsManager.cpp
00218370,1204,CB3EffectsManager,"UpdateBodyPartWorldCollisionEffects(CB3TrailEmitterData*,CB3CollidingBody*)",B3EffectsManager.cpp
00218830,4120,CB3EffectsManager,UpdateTrafficWorldCollisionEffects(CB3VehiclePhysics*),B3EffectsManager.cpp
00219850,5820,CB3EffectsManager,"UpdateRaceCarWorldCollisionEffects(CB3RaceCarPhysics*,bool)",B3EffectsManager.cpp
0021af10,2784,CB3EffectsManager,"HandleAirRamEffects(CB3VehiclePhysics*,CB3EffectsManager::CLighting)",B3EffectsManager.cpp
0021b9f0,1440,CB3EffectsManager,"HandleRaceCarTrafficCollisionEffects(CB3RaceCarPhysics*,CB3ActiveBody*,const CB3CollidingPair*)",B3EffectsManager.cpp
0021bf90,1460,CB3EffectsManager,"HandleRaceCarRaceCarCollisionEffects(CB3RaceCarPhysics*,CB3RaceCarPhysics*,const CB3CollidingPair*)",B3EffectsManager.cpp
0021c550,1600,CB3EffectsManager,HandleObjectObjectCollisionEffects(const CB3CollidingPair*),B3EffectsManager.cpp
0021cb90,664,CB3EffectsManager,UpdateCollisionEffects(),B3EffectsManager.cpp
0021ce30,3328,CB3EffectsManager,"SpawnDebrisFromPoint(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float,float,con",B3EffectsManager.cpp
0021db30,2260,CB3EffectsManager,"SpawnPopcornFromPoint(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d*,GtMathPs2::CG",B3EffectsManager.cpp
0021e410,2220,CB3EffectsManager,"SpawnSparksAlongLine(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float,float,bool)",B3EffectsManager.cpp
0021ecc0,2284,CB3EffectsManager,"SpawnSparksFromPoint(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float,float,boo",B3EffectsManager.cpp
0021f5b0,2700,CB3EffectsManager,"SpawnParticleShowerFromPoint(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,EParticleSpawnType,float,",B3EffectsManager.cpp
00220040,2824,CB3EffectsManager,"SpawnParticlesFromPoint(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,EParticleSpawnType,float,const",B3EffectsManager.cpp
00220b50,4036,CB3EffectsManager,"SpawnParticlesAlongLine(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,EParticleSpawnType,float,float",B3EffectsManager.cpp
00221b20,520,CB3EffectsManager,"UpdateCrashingVehicleEffectsPoints(CB3VehiclePhysics*,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
00221d30,396,CB3EffectsManager,"DoVehicleFire(CB3VehiclePhysics*,float,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
00221ec0,372,CB3EffectsManager,"DoVehicleSteam(CB3VehiclePhysics*,float,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
00222040,912,CB3EffectsManager,"DoVehicleGlass(CB3VehiclePhysics*,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
002223d0,468,CB3EffectsManager,"UpdateExhaustSmoke(CB3RaceCar*,const CB3EffectsManager::CLighting&)",B3EffectsManager.cpp
002225b0,2460,CB3EffectsManager,"UpdateWheelEffects(CB3VehiclePhysics*,unsigned int,const GtMathPs2::CGtMatrix3x4*,const CB3EffectsManager::C",B3EffectsManager.cpp
00222f50,372,CB3EffectsManager,UpdateCrashingTrafficEffects(CB3VehiclePhysics*),B3EffectsManager.cpp
002230d0,728,CB3EffectsManager,UpdateRaceCarEffects(CB3RaceCarPhysics*),B3EffectsManager.cpp
002233b0,1484,CB3EffectsManager,"HandleBattleSparks(CB3RaceCarPhysics*,float)",B3EffectsManager.cpp
00223980,1416,CB3EffectsManager,"HandleBattleSmoke(CB3RaceCarPhysics*,float)",B3EffectsManager.cpp
00223f10,472,CB3EffectsManager,RenderPostFogEffects(int),B3EffectsManager.cpp
002240f0,212,CB3EffectsManager,RenderPreFogEffects(int),B3EffectsManager.cpp
002241d0,56,CB3EffectsManager,RenderTrafficImmediateEffects(CB3TrafficVehicle*),B3EffectsManager.cpp
00224210,72,CB3EffectsManager,ActuallyRenderRaceCarImmediateEffects(CB3RaceCar*),B3EffectsManager.cpp
00224260,88,CB3EffectsManager,EndCoronaSubmit(),B3EffectsManager.cpp
002242c0,104,CB3EffectsManager,BeginCoronaSubmit(int),B3EffectsManager.cpp
00224330,296,CB3EffectsManager,EndUpdate(),B3EffectsManager.cpp
00224460,312,CB3EffectsManager,BeginUpdate(),B3EffectsManager.cpp
002245a0,260,CB3EffectsManager,Release(),B3EffectsManager.cpp
002246b0,952,CB3EffectsManager,Prepare(),B3EffectsManager.cpp
00224a70,340,CB3EffectsManager,Destruct(),B3EffectsManager.cpp
00224bd0,1048,CB3EffectsManager,Construct(),B3EffectsManager.cpp
00224ff0,44,CB3EffectsManager,"Alloc(unsigned int,unsigned int)",B3EffectsManager.cpp
00225020,548,CB3SparkRenderer,"CSparkFrameData::Set(const CB3CameraData*,float)",B3SparkRendererPS2.cpp
00225250,68,CB3SparkRenderer,RestoreRenderstates(),B3SparkRendererPS2.cpp
002252a0,120,CB3SparkRenderer,SetRenderstates(),B3SparkRendererPS2.cpp
00225320,652,CB3SparkRenderer,"UploadStaticDataAndCallCode(const CB3SparkArray*,bool)",B3SparkRendererPS2.cpp
002255b0,304,CB3SparkRenderer,EndRender(),B3SparkRendererPS2.cpp
002256e0,196,CB3SparkRenderer,RenderSparkArray(CB3SparkArray*),B3SparkRendererPS2.cpp
002257b0,704,CB3SparkRenderer,"BeginRender(int,bool)",B3SparkRendererPS2.cpp
00225a70,120,CB3SparkRenderer,Prepare(),B3SparkRendererPS2.cpp
00225af0,8,CB3SparkRenderer,Destruct(),B3SparkRendererPS2.cpp
00225b00,40,CB3SparkRenderer,Construct(),B3SparkRendererPS2.cpp
00225b30,572,CB3SparkArray,"SpawnBouncySpark(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,float,float,bool)",B3SparkRendererPS2.cpp
