address,size,class,method_signature,source_file
003571d0,616,CB3OnlineGameOptionsPage,SetupCrashModeOptions(),B3OnlineGameOptionsPage.cpp
00357440,1032,CB3OnlineGameOptionsPage,SetupRoadRageOptions(),B3OnlineGameOptionsPage.cpp
00357850,856,CB3OnlineGameOptionsPage,SetupRaceModeOptions(),B3OnlineGameOptionsPage.cpp
00357bb0,300,CB3OnlineGameOptionsPage,GenerateRandomJunction(),B3OnlineGameOptionsPage.cpp
00357ce0,364,CB3OnlineGameOptionsPage,GenerateRandomTrackInRegion(EB3TrackRegion),B3OnlineGameOptionsPage.cpp
00357e50,300,CB3OnlineGameOptionsPage,GenerateRandomTrack(),B3OnlineGameOptionsPage.cpp
00357f80,8,CB3OnlineGameOptionsPage,Release(),B3OnlineGameOptionsPage.cpp
00357f90,1184,CB3OnlineGameOptionsPage,UpdateCrashScroll(),B3OnlineGameOptionsPage.cpp
00358430,1684,CB3OnlineGameOptionsPage,UpdateScroll(),B3OnlineGameOptionsPage.cpp
00358ad0,1072,CB3OnlineGameOptionsPage,UpdateRoadRageMenu(),B3OnlineGameOptionsPage.cpp
00358f00,788,CB3OnlineGameOptionsPage,UpdateCrashMenu(),B3OnlineGameOptionsPage.cpp
00359220,840,CB3OnlineGameOptionsPage,UpdateRaceMenu(),B3OnlineGameOptionsPage.cpp
00359570,188,CB3OnlineGameOptionsPage,Update(),B3OnlineGameOptionsPage.cpp
00359630,852,CB3OnlineGameOptionsPage,"Prepare(bool,CB3LobbyCreateGameParams*)",B3OnlineGameOptionsPage.cpp
00359990,8,CB3DemoRaceIntroPage,Release(),B3DemoRaceIntroPage.cpp
003599a0,160,CB3DemoRaceIntroPage,Update(),B3DemoRaceIntroPage.cpp
00359a40,184,CB3DemoRaceIntroPage,Prepare(),B3DemoRaceIntroPage.cpp
00359b00,1008,CB3DemoRaceIntroState,"Action(EGtStateAction,void*,void*,void*)",B3DemoRaceIntroState.cpp
00359ef0,1148,CB3CrashPickup,Draw(),B3CrashPickup.cpp
0035a370,8,CB3CrashPickup,Destruct(),B3CrashPickup.cpp
0035a380,24,CB3CrashPickup,Release(),B3CrashPickup.cpp
0035a3a0,1612,CB3CrashPickup,Update(float),B3CrashPickup.cpp
0035a9f0,52,CB3CrashPickup,"Prepare(CB3CrashModePickupStruct*,CGtTexture**)",B3CrashPickup.cpp
0035aa30,24,CB3CrashPickup,Construct(),B3CrashPickup.cpp
0035aa50,1248,CB3CrashRamp,Draw(CGtTexture*),B3CrashRamp.cpp
0035af30,8,CB3CrashRamp,Destruct(),B3CrashRamp.cpp
0035af40,8,CB3CrashRamp,Release(),B3CrashRamp.cpp
0035af50,404,CB3CrashRamp,"Update(float*,float*,int)",B3CrashRamp.cpp
0035b0f0,524,CB3CrashRamp,Prepare(CB3CrashModeRampStruct*),B3CrashRamp.cpp
0035b300,8,CB3CrashRamp,Construct(),B3CrashRamp.cpp
0035b310,28,CB3TrackDataStruct,Fixup(unsigned int),B3TrackDataStruct.cpp
0035b330,136,CB3LoadingState,"Action(EGtStateAction,void*,void*,void*)",B3LoadingState.cpp
0035b3c0,308,CB3DemoStageSelectState,"Action(EGtStateAction,void*,void*,void*)",B3DemoStageSelectState.cpp
0035b500,8,CB3DemoStageSelectPage,Release(),B3DemoStageSelectPage.cpp
0035b510,268,CB3DemoStageSelectPage,Update(),B3DemoStageSelectPage.cpp
0035b620,304,CB3DemoStageSelectPage,Prepare(),B3DemoStageSelectPage.cpp
0035b750,800,CB3HUDTakedowns,PrepareTakedownsObjects(),B3HUDTakedowns.cpp
0035ba70,216,CB3HUDTakedowns,Update(float),B3HUDTakedowns.cpp
0035bb50,504,CB3HUDTakedowns,"Prepare(int,EHUDAlign,int,bool,bool)",B3HUDTakedowns.cpp
0035bd50,460,CB3DemoRestartState,"Action(EGtStateAction,void*,void*,void*)",B3DemoRestartState.cpp
0035bf20,8,CB3DemoRestartPage,Release(),B3DemoRestartPage.cpp
0035bf30,264,CB3DemoRestartPage,Update(),B3DemoRestartPage.cpp
0035c040,192,CB3DemoRestartPage,Prepare(),B3DemoRestartPage.cpp
0035c100,8,CB3OnlineVehicleSelectPage,Release(),B3OnlineVehicleSelectPage.cpp
0035c110,272,CB3OnlineVehicleSelectPage,Update(),B3OnlineVehicleSelectPage.cpp
0035c220,8,CB3OnlineWaitPage,Release(),B3OnlineWaitPage.cpp
0035c230,20,CB3OnlineWaitPage,Update(),B3OnlineWaitPage.cpp
0035c250,2220,CB3RoundedPanel2dObject,"_Render(const CGt2dObject::CGt2dObjectSpace&,const void*)",B3RoundedPanel2dObject.cpp
0035cb00,188,CB3RoundedPanel2dObject,"Prepare(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,unsigned int)",B3RoundedPanel2dObject.cpp
0035cbc0,856,CB3HUDCrashStyle,Update(float),B3HUDCrashStyle.cpp
0035cf20,988,CB3HUDCrashStyle,"Prepare(int,EHUDAlign,int)",B3HUDCrashStyle.cpp
0035d300,700,CB3TabbedDisplayComponent,"SetRewardsContentPanelContents(unsigned int,int,unsigned short**)",B3TabbedDisplayComponent.cpp
0035d5c0,920,CB3TabbedDisplayComponent,"SetRecordsContentPanelContents(int,int,unsigned short**,unsigned short**,unsigned short**)",B3TabbedDisplayComponent.cpp
0035d960,1104,CB3TabbedDisplayComponent,SetContentPanel(unsigned int),B3TabbedDisplayComponent.cpp
0035ddb0,16,CB3TabbedDisplayComponent,GetFormattedTrophyString(int),B3TabbedDisplayComponent.cpp
0035ddc0,424,CB3TabbedDisplayComponent,SelectMenuItem(int),B3TabbedDisplayComponent.cpp
0035df70,64,CB3TabbedDisplayComponent,OnMenuDown(),B3TabbedDisplayComponent.cpp
0035dfb0,52,CB3TabbedDisplayComponent,OnMenuUp(),B3TabbedDisplayComponent.cpp
0035dff0,316,CB3TabbedDisplayComponent,Release(),B3TabbedDisplayComponent.cpp
0035e130,8,CB3TabbedDisplayComponent,Update(float),B3TabbedDisplayComponent.cpp
0035e140,1048,CB3TabbedDisplayComponent,"Prepare(ETabbedDisplayPrepareType,unsigned long,int)",B3TabbedDisplayComponent.cpp
0035e560,48,CB3TabbedDisplayComponent,Construct(),B3TabbedDisplayComponent.cpp
0035e590,188,CGtUnicode,"PrintString<PUs,i>(unsigned short*,const unsigned short*,unsigned short*const&,const int&)",B3TabbedDisplayComponent.cpp
0035e650,184,CB3ReplaySymbolComponent,Release(),B3ReplaySymbolComponent.cpp
0035e710,324,CB3ReplaySymbolComponent,Update(float),B3ReplaySymbolComponent.cpp
0035e860,548,CB3ReplaySymbolComponent,Prepare(),B3ReplaySymbolComponent.cpp
0035ea90,56,CB3ReplaySymbolComponent,Construct(),B3ReplaySymbolComponent.cpp
0035ead0,296,CB3ImageVignette2dObject,"_Render(const CGt2dObject::CGt2dObjectSpace&,const void*)",B3ImageVignette2dObject.cpp
0035ec00,176,CB3ImageVignette2dObject,"Prepare(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,float,float,const ",B3ImageVignette2dObject.cpp
0035ecb0,8,CB3SatNavComponent,IsCrashJunction(),B3SatNavComponent.cpp
0035ecc0,80,CB3SatNavComponent,GetCurrentTrackID(),B3SatNavComponent.cpp
0035ed10,32,CB3SatNavComponent,GetCurrentPanelStageIndex(),B3SatNavComponent.cpp
0035ed30,400,CB3SatNavComponent,MoveSelectorRight(),B3SatNavComponent.cpp
0035eec0,376,CB3SatNavComponent,MoveSelectorLeft(),B3SatNavComponent.cpp
0035f040,2772,CB3SatNavComponent,MenuPhaseUpdate(float),B3SatNavComponent.cpp
0035fb20,460,CB3SatNavComponent,UpdateTrackOutline(float),B3SatNavComponent.cpp
0035fcf0,1548,CB3SatNavComponent,"UpdateMap(float,bool)",B3SatNavComponent.cpp
00360300,60,CB3SatNavComponent,PanelSelectNext(),B3SatNavComponent.cpp
00360340,60,CB3SatNavComponent,PanelSelectPrev(),B3SatNavComponent.cpp
00360380,20,CB3SatNavComponent,Panel2Out(),B3SatNavComponent.cpp
003603a0,52,CB3SatNavComponent,Panel2In(),B3SatNavComponent.cpp
003603e0,188,CB3SatNavComponent,ZoomOut(),B3SatNavComponent.cpp
003604a0,216,CB3SatNavComponent,ZoomIn(),B3SatNavComponent.cpp
00360580,196,CB3SatNavComponent,ReleasePopups(),B3SatNavComponent.cpp
00360650,460,CB3SatNavComponent,PrepareZoomedOutPopup(),B3SatNavComponent.cpp
00360820,392,CB3SatNavComponent,ReleaseExtraLeadIn(),B3SatNavComponent.cpp
003609b0,4716,CB3SatNavComponent,UpdateCustomLeadIn(float),B3SatNavComponent.cpp
00361c20,596,CB3SatNavComponent,PrepareCustomLeadIn(),B3SatNavComponent.cpp
00361e80,328,CB3SatNavComponent,ReleasePanel(),B3SatNavComponent.cpp
00361fd0,552,CB3SatNavComponent,UpdatePanel(float),B3SatNavComponent.cpp
00362200,628,CB3SatNavComponent,UpdatePanelEntriesAnim(float),B3SatNavComponent.cpp
00362480,460,CB3SatNavComponent,RepreparePanel(),B3SatNavComponent.cpp
00362650,1272,CB3SatNavComponent,PreparePanel(),B3SatNavComponent.cpp
00362b50,364,CB3SatNavComponent,UpdateTrackIcons(),B3SatNavComponent.cpp
00362cc0,664,CB3SatNavComponent,UpdateTrackIconsAnim(float),B3SatNavComponent.cpp
00362f60,1724,CB3SatNavComponent,PrepareTrackIcons(),B3SatNavComponent.cpp
00363620,600,CB3SatNavComponent,Release(),B3SatNavComponent.cpp
00363880,392,CB3SatNavComponent,Update(float),B3SatNavComponent.cpp
00363a10,2388,CB3SatNavComponent,"Prepare(ESatMapLevel,EB3TrackRegion,ESatMapEnterDirection)",B3SatNavComponent.cpp
00364370,360,CB3SatNavComponent,"CalculateNumUnlockedEvents(EB3TrackRegion,int)",B3SatNavComponent.cpp
003644e0,332,CB3SatNavComponent,Construct(),B3SatNavComponent.cpp
00364630,1592,CB3Icon2dObject,"_Render(const CGt2dObject::CGt2dObjectSpace&,const void*)",B3SatNavComponent.cpp
00364c70,2428,CB3SatNavComponent,"CPanelEntry::Prepare(float,bool)",B3SatNavComponent.cpp
003655f0,792,CB3SatNavComponent,"CPopupBox::Update(float,const GtMathPs2::CGtV2d&)",B3SatNavComponent.cpp
00365910,4188,CB3Globe2dObject,"DrawGlobeHalo(GtMathPs2::CGtV3d,RwRGBA,float)",B3Globe2dObject.cpp
00366970,1700,CB3Globe2dObject,DrawInvisiblePolys(GtMathPs2::CGtV3d),B3Globe2dObject.cpp
00367020,8952,CB3Globe2dObject,"_Render(const CGt2dObject::CGt2dObjectSpace&,const void*)",B3Globe2dObject.cpp
00369320,52,CB3Globe2dObject,Release(),B3Globe2dObject.cpp
00369360,52,CB3Globe2dObject,"SetShape(float,float)",B3Globe2dObject.cpp
003693a0,36,CB3Globe2dObject,"SetHighlight(signed char,float)",B3Globe2dObject.cpp
003693d0,32,CB3Globe2dObject,SetGlobeReveal(float),B3Globe2dObject.cpp
003693f0,32,CB3Globe2dObject,SetGlobeAlpha(float),B3Globe2dObject.cpp
00369410,76,CB3Globe2dObject,"SetGlobeLocation(float,float)",B3Globe2dObject.cpp
00369460,52,CB3Globe2dObject,SetPos(GtMathPs2::CGtV3d),B3Globe2dObject.cpp
003694a0,3180,CB3Globe2dObject,Prepare(),B3Globe2dObject.cpp
0036a110,8,CB3Globe2dObject,Construct(),B3Globe2dObject.cpp
0036a120,16,CB3GlobeComponent,SelectCurrentRegion(),B3GlobeComponent.cpp
0036a130,68,CB3GlobeComponent,PrevRegion(),B3GlobeComponent.cpp
0036a180,68,CB3GlobeComponent,NextRegion(),B3GlobeComponent.cpp
0036a1d0,68,CB3GlobeComponent,Release(),B3GlobeComponent.cpp
0036a220,3084,CB3GlobeComponent,Update(float),B3GlobeComponent.cpp
0036ae30,156,CB3GlobeComponent,PrepareSpinning(),B3GlobeComponent.cpp
0036aed0,156,CB3GlobeComponent,Prepare(EB3TrackRegion),B3GlobeComponent.cpp
0036af70,44,CB3GlobeComponent,Construct(),B3GlobeComponent.cpp
0036afa0,588,CB3HUDCrashTimer,PrepareCrashTimerObject(),B3HUDCrashTimer.cpp
0036b1f0,8,CB3HUDCrashTimer,Update(float),B3HUDCrashTimer.cpp
0036b200,180,CB3HUDCrashTimer,"Prepare(int,EHUDAlign,int,bool)",B3HUDCrashTimer.cpp
0036b2c0,256,CB3MenuStringBuffer,GetMinutesAndSecondsString(float),B3MenuStringBuffer.cpp
0036b3c0,20,CB3MenuStringBuffer,AllocUTF16String(int),B3MenuStringBuffer.cpp
0036b3e0,40,CB3MenuStringBuffer,Prepare(),B3MenuStringBuffer.cpp
0036b410,308,CB3PostEventComponent,Release(),B3PostEventComponent.cpp
0036b550,92,CB3PostEventComponent,Update(float),B3PostEventComponent.cpp
0036b5b0,496,CB3PostEventComponent,"SetHeading(EGlobalStrings,CB3StylisedText2dObject::EStylisedTextStyle,EB3GlobalImage)",B3PostEventComponent.cpp
0036b7a0,1276,CB3PostEventComponent,Prepare(),B3PostEventComponent.cpp
0036bca0,620,CB3PostEventComponent,PrepareStandings(),B3PostEventComponent.cpp
0036bf10,752,CB3PostEventComponent,"PrepareStandingsEntry(int,EGlobalStrings,int,const unsigned short*,bool)",B3PostEventComponent.cpp
0036c200,532,CB3PostEventComponent,"PrepareStatEntry(int,EGlobalStrings,const unsigned short*)",B3PostEventComponent.cpp
0036c420,132,CB3PostEventComponent,Construct(),B3PostEventComponent.cpp
0036c4b0,124,CB3EventFinishedComponent,Release(),B3EventFinishedComponent.cpp
0036c530,332,CB3EventFinishedComponent,UpdateAnimation(float),B3EventFinishedComponent.cpp
0036c680,132,CB3EventFinishedComponent,Update(float),B3EventFinishedComponent.cpp
0036c710,504,CB3EventFinishedComponent,Prepare(),B3EventFinishedComponent.cpp
0036c910,52,CB3EventFinishedComponent,Construct(),B3EventFinishedComponent.cpp
0036c950,536,CB3RoadRageResultsPage,"RenderMultipleImages(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,unsigned short*,const CGt2dFrame",B3RoadRageResultsPage.cpp
0036cb70,1840,CB3RoadRageResultsPage,FillTableWithResults(),B3RoadRageResultsPage.cpp
0036d2a0,1480,CB3RoadRageResultsPage,PrepareTable(),B3RoadRageResultsPage.cpp
0036d870,456,CB3RoadRageResultsPage,"_QSortCallback(const void*,const void*)",B3RoadRageResultsPage.cpp
0036da40,124,CB3RoadRageResultsPage,AddRaceTime(const CB3ResultsData*),B3RoadRageResultsPage.cpp
0036dac0,8,CB3RoadRageResultsPage,Release(),B3RoadRageResultsPage.cpp
0036dad0,252,CB3RoadRageResultsPage,Update(),B3RoadRageResultsPage.cpp
0036dbd0,168,CB3RoadRageResultsPage,Prepare(),B3RoadRageResultsPage.cpp
0036dc80,8,CB32dObjectMultipleImageRenderData,CB32dObjectMultipleImageRenderData(),B3RoadRageResultsPage.cpp
0036dc90,8,CB3StylisedText2dRenderData,CB3StylisedText2dRenderData(),B3RoadRageResultsPage.cpp
0036dca0,8,CB3Challenge,OnChallengeFinishDriving(),B3Challenge.cpp
0036dcb0,208,CB3Challenge,OnChallengeRestart(),B3Challenge.cpp
0036dd80,208,CB3Challenge,OnEndOfChallenge(),B3Challenge.cpp
0036de50,8,CB3Challenge,Update(),B3Challenge.cpp
0036de60,8,CB3Challenge,Destruct(),B3Challenge.cpp
0036de70,8,CB3Challenge,Release(),B3Challenge.cpp
0036de80,8,CB3Challenge,Prepare(),B3Challenge.cpp
0036de90,8,CB3Challenge,Construct(),B3Challenge.cpp
0036dea0,252,CB3ChampionshipChallenge,UpdatePoints(),B3ChampionshipChallenge.cpp
0036dfa0,164,CB3ChampionshipChallenge,OnChallengeFinishDriving(),B3ChampionshipChallenge.cpp
0036e050,340,CB3ChampionshipChallenge,OnChallengeRestart(),B3ChampionshipChallenge.cpp
0036e1b0,360,CB3ChampionshipChallenge,OnEndOfChallenge(),B3ChampionshipChallenge.cpp
0036e320,8,CB3ChampionshipChallenge,Update(),B3ChampionshipChallenge.cpp
0036e330,8,CB3ChampionshipChallenge,Destruct(),B3ChampionshipChallenge.cpp
0036e340,56,CB3ChampionshipChallenge,Release(),B3ChampionshipChallenge.cpp
0036e380,196,CB3ChampionshipChallenge,Prepare(),B3ChampionshipChallenge.cpp
0036e450,64,CB3ChampionshipChallenge,Construct(),B3ChampionshipChallenge.cpp
0036e490,8,CB3SingleChallenge,OnChallengeRestart(),B3SingleChallenge.cpp
0036e4a0,8,CB3SingleChallenge,OnEndOfChallenge(),B3SingleChallenge.cpp
0036e4b0,8,CB3SingleChallenge,Destruct(),B3SingleChallenge.cpp
0036e4c0,8,CB3SingleChallenge,Release(),B3SingleChallenge.cpp
0036e4d0,8,CB3SingleChallenge,Prepare(),B3SingleChallenge.cpp
0036e4e0,40,CB3SingleChallenge,Construct(),B3SingleChallenge.cpp
0036e510,56,CGtMalloc,Free(void*),GtMalloc.cpp
0036e550,88,CGtMalloc,Malloc(unsigned int),GtMalloc.cpp
0036e5b0,80,CGtMalloc,"Create(void*,unsigned int)",GtMalloc.cpp
0036f620,376,CB3VOptionsSelectComponent,CloseList(),B3VOptionsSelectComponent.cpp
0036f7a0,536,CB3VOptionsSelectComponent,"OpenList(int,unsigned int)",B3VOptionsSelectComponent.cpp
0036f9c0,128,CB3VOptionsSelectComponent,"SelectListItem(int,unsigned int)",B3VOptionsSelectComponent.cpp
0036fa40,228,CB3VOptionsSelectComponent,"SetEnabledState(int,bool)",B3VOptionsSelectComponent.cpp
0036fb30,88,CB3VOptionsSelectComponent,"SetYesNoOption(int,bool)",B3VOptionsSelectComponent.cpp
0036fb90,76,CB3VOptionsSelectComponent,"SetOptionText(int,unsigned int)",B3VOptionsSelectComponent.cpp
0036fbe0,432,CB3VOptionsSelectComponent,Release(),B3VOptionsSelectComponent.cpp
0036fd90,2564,CB3VOptionsSelectComponent,Update(float),B3VOptionsSelectComponent.cpp
003707a0,836,CB3VOptionsSelectComponent,"PrepareList(int,unsigned int)",B3VOptionsSelectComponent.cpp
00370af0,1012,CB3VOptionsSelectComponent,"PreparePanel(int,unsigned int,float)",B3VOptionsSelectComponent.cpp
00370ef0,528,CB3VOptionsSelectComponent,"PrepareItem(int,float,bool)",B3VOptionsSelectComponent.cpp
00371100,832,CB3VOptionsSelectComponent,"Prepare(const CB3MenuComponentSelectionData*,CB3VOptionsSelectComponentEntryData*)",B3VOptionsSelectComponent.cpp
00371440,136,CB3VOptionsSelectComponent,Construct(),B3VOptionsSelectComponent.cpp
003714d0,8,CB3Offline2PRaceLogic,GetHUDType(),B3Offline2PRaceLogic.cpp
003714e0,40,CB3Offline2PRaceLogic,"UseTakedownCamera(CB3RaceCar*,CB3RaceCar*)",B3Offline2PRaceLogic.cpp
00371510,8,CB3Offline2PRoadRageLogic,GetHUDType(),B3Offline2PRoadRageLogic.cpp
00371520,8,CB3Offline2PRoadRageLogic,CarsBecomeFragileAfterBeingSlammed(),B3Offline2PRoadRageLogic.cpp
00371530,368,CB3Offline2PRoadRageLogic,UpdatePlayingState(),B3Offline2PRoadRageLogic.cpp
003716a0,40,CB3Offline2PRoadRageLogic,"UseTakedownCamera(CB3RaceCar*,CB3RaceCar*)",B3Offline2PRoadRageLogic.cpp
003716d0,208,CB3Offline2PRoadRageLogic,ClearUpCrash(int),B3Offline2PRoadRageLogic.cpp
003717a0,444,CGtCollisionKDTree,SphereBBoxTest(GtMathPs2::CGtSphere) const,GtCollisionKDTree.cpp
00371960,224,CGtCollisionKDTree,FixUp(),GtCollisionKDTree.cpp
00371a40,1356,CGtCollisionKDTree,"IntersectSphere(GtMathPs2::CGtSphere,bool (*)(const CGtPolygonIntersectionResult&, void*),void*) const",GtCollisionKDTree.cpp
00371f90,1948,CGtCollisionKDTree,"IntersectLine(const CGtLine&,bool (*)(const CGtPolygonIntersectionResult&, void*),void*) const",GtCollisionKDTree.cpp
00372730,1944,CGtCollisionKDTree,"IntersectLineNearest(const CGtLine&,CGtPolygonIntersectionResult*) const",GtCollisionKDTree.cpp
00372ed0,320,CB3OptionArrow2dObject,"_Render(const CGt2dObject::CGt2dObjectSpace&,const void*)",B3OptionArrow2dObject.cpp
00373010,152,CB3OptionArrow2dObject,"Prepare(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&)",B3OptionArrow2dObject.cpp
003730b0,456,CB3CrashStandingsPage,PrepareTable(),B3CrashStandingsPage.cpp
00373280,152,CB3CrashStandingsPage,"_QSortCallback(const void*,const void*)",B3CrashStandingsPage.cpp
00373320,1404,CB3CrashStandingsPage,AddRaceTime(const CB3ResultsData*),B3CrashStandingsPage.cpp
003738a0,8,CB3CrashStandingsPage,Release(),B3CrashStandingsPage.cpp
003738b0,344,CB3CrashStandingsPage,Update(),B3CrashStandingsPage.cpp
00373a10,156,CB3CrashStandingsPage,SetPrompts(unsigned int),B3CrashStandingsPage.cpp
00373ab0,636,CB3CrashStandingsPage,"Prepare(unsigned int,bool)",B3CrashStandingsPage.cpp
00373d30,144,CB3ResultsPage,"GetStylisedTextSize(GtMathPs2::CGtV2d*,const CGt2dFrame&,const void*)",B3ResultsPage.cpp
00373dc0,668,CB3ResultsPage,"RenderStylisedText(const GtMathPs2::CGtV2d&,const GtMathPs2::CGtV2d&,unsigned short*,const CGt2dFrame&,const vo",B3ResultsPage.cpp
00374060,444,CB3ResultsPage,AddRaceTime(const CB3ResultsData*),B3ResultsPage.cpp
00374220,664,CB3ResultsPage,PrepareTable(),B3ResultsPage.cpp
003744c0,8,CB3ResultsPage,Prepare(),B3ResultsPage.cpp
003744d0,8,CGt2dObjectTextRenderData,CGt2dObjectTextRenderData(),B3ResultsPage.cpp
003744e0,516,CB3HUDTimer,PrepareTimerObject(),B3HUDTimer.cpp
003746f0,164,CB3HUDTimer,Update(float),B3HUDTimer.cpp
003747a0,444,CB3HUDTimer,"Prepare(int,EHUDAlign,int)",B3HUDTimer.cpp
00374960,8,CB3TurnBasedCrashChallenge,OnChallengeRestart(),B3TurnBasedCrashChallenge.cpp
00374970,748,CB3TurnBasedCrashChallenge,OnEndOfChallenge(),B3TurnBasedCrashChallenge.cpp
00374c60,240,CB3TurnBasedCrashChallenge,OnChallengeFinishDriving(),B3TurnBasedCrashChallenge.cpp
00374d50,8,CB3TurnBasedCrashChallenge,Update(),B3TurnBasedCrashChallenge.cpp
00374d60,8,CB3TurnBasedCrashChallenge,Destruct(),B3TurnBasedCrashChallenge.cpp
00374d70,144,CB3TurnBasedCrashChallenge,Release(),B3TurnBasedCrashChallenge.cpp
00374e00,132,CB3TurnBasedCrashChallenge,Prepare(),B3TurnBasedCrashChallenge.cpp
00374e90,144,CB3TurnBasedCrashChallenge,Construct(),B3TurnBasedCrashChallenge.cpp
00374f20,8,CB3OfflineTeamCrashLogic,IsCooperative(),B3OfflineTeamCrashLogic.cpp
00374f30,8,CB3OfflineTeamCrashLogic,UseCrashBattleScoring(),B3OfflineTeamCrashLogic.cpp
00374f40,8,CB3OfflineTeamCrashLogic,IsCrashType(),B3OfflineTeamCrashLogic.cpp
00374f50,108,CB3OfflineTeamCrashLogic,"OnCrashStart(CB3RaceCarPhysics*,CB3CrashStartInfo*)",B3OfflineTeamCrashLogic.cpp
00374fc0,8,CB3OfflineTeamCrashLogic,GetResultsPageType(),B3OfflineTeamCrashLogic.cpp
00374fd0,8,CB3OfflineTeamCrashLogic,GetHUDType(),B3OfflineTeamCrashLogic.cpp
00374fe0,76,CB3StreamManager,ReleaseLODUnit(CB3StreamedTrackLODAndCollisionData*),B3StreamManager.cpp
00375030,76,CB3StreamManager,AcquireLODUnit(),B3StreamManager.cpp
00375080,76,CB3StreamManager,ReleaseHighDetailUnit(CB3StreamedTrackHighData*),B3StreamManager.cpp
003750d0,76,CB3StreamManager,AcquireHighDetailUnit(),B3StreamManager.cpp
00375120,236,CB3StreamManager,Release(),B3StreamManager.cpp
00375210,588,CB3StreamManager,Prepare(unsigned long),B3StreamManager.cpp
00375460,12,CB3StreamManager,Destruct(),B3StreamManager.cpp
00375470,116,CB3StreamManager,Construct(),B3StreamManager.cpp
003754f0,20,CB3CrashNavPage,Release(),B3CrashNavPage.cpp
00375510,2404,CB3CrashNavPage,Update(),B3CrashNavPage.cpp
00375e80,580,CB3CrashNavPage,"Prepare(EB3TrackRegion,EB3CrashNavPageState,ESatMapEnterDirection)",B3CrashNavPage.cpp
003760d0,524,CB3CrashNavPage,"UpdateHeadingAndHelpBar(bool,bool)",B3CrashNavPage.cpp
003762e0,8,CB3EventFinishedPage,Release(),B3EventFinishedPage.cpp
003762f0,84,CB3EventFinishedPage,Update(),B3EventFinishedPage.cpp
00376350,280,CB3EventFinishedPage,Prepare(),B3EventFinishedPage.cpp
00376470,8,CB3PostEventPage,Release(),B3PostEventPage.cpp
00376480,492,CB3PostEventPage,Update(),B3PostEventPage.cpp
00376670,212,CB3PostEventPage,Prepare(bool),B3PostEventPage.cpp
00376750,196,CB3PostEventPage,PrepareTurnBasedCrashStandings(),B3PostEventPage.cpp
00376820,180,CB3PostEventPage,PrepareGPStandings(),B3PostEventPage.cpp
003768e0,524,CB3PostEventPage,PrepareVSelectComponent(unsigned int),B3PostEventPage.cpp
00376af0,8,CB3PostEventRecordsPage,Release(),B3PostEventRecordsPage.cpp
00376b00,164,CB3PostEventRecordsPage,Update(),B3PostEventRecordsPage.cpp
00376bb0,192,CB3PostEventRecordsPage,Prepare(ETabbedDisplayPrepareType),B3PostEventRecordsPage.cpp
00376c70,8,CB3PostEventRewardsPage,Release(),B3PostEventRewardsPage.cpp
00376c80,216,CB3PostEventRewardsPage,Update(),B3PostEventRewardsPage.cpp
00376d60,120,CB3PostEventRewardsPage,Prepare(),B3PostEventRewardsPage.cpp
00376de0,8,CB3ReplayPage,Release(),B3ReplayPage.cpp
00376df0,208,CB3ReplayPage,Update(),B3ReplayPage.cpp
00376ec0,136,CB3ReplayPage,Prepare(bool),B3ReplayPage.cpp
00376f50,8,CB3AwardPresentationPage,Release(),B3AwardPresentationPage.cpp
00376f60,76,CB3AwardPresentationPage,Update(),B3AwardPresentationPage.cpp
00376fb0,816,CB3AwardPresentationPage,"Prepare(EB3MenuAwardTypes,int)",B3AwardPresentationPage.cpp
003772e0,1032,CB3AwardPresentationPage,PrepareTrackRecords(int),B3AwardPresentationPage.cpp
003776f0,320,CB3AwardPresentationPage,"FormatCell(unsigned short*,int,int)",B3AwardPresentationPage.cpp
00377830,496,CB3ReplayState,"Action(EGtStateAction,void*,void*,void*)",B3ReplayState.cpp
00377a20,2564,CB3CrashNavState,"Action(EGtStateAction,void*,void*,void*)",B3CrashNavState.cpp
00378430,696,CB3EventFinishedState,"Action(EGtStateAction,void*,void*,void*)",B3EventFinishedState.cpp
003786f0,240,CB3EventState,"Action(EGtStateAction,void*,void*,void*)",B3EventState.cpp
003787e0,308,CB3PostEventRecordsState,"Action(EGtStateAction,void*,void*,void*)",B3PostEventRecordsState.cpp
00378920,76,CB3PostEventRewardsState,"Action(EGtStateAction,void*,void*,void*)",B3PostEventRewardsState.cpp
00378970,392,CB3PostEventState,PrepareMultiplayerCrashResults(CB3StageLogic*),B3PostEventState.cpp
00378b00,1732,CB3PostEventState,"Action(EGtStateAction,void*,void*,void*)",B3PostEventState.cpp
003791d0,684,CB3AwardPresentationState,EvaluteNewAwards(),B3AwardPresentationState.cpp
00379480,108,CB3AwardPresentationState,"Action(EGtStateAction,void*,void*,void*)",B3AwardPresentationState.cpp
003794f0,240,CB3OnePlayerModeSelectState,SetupGameModeSelect(),B3OnePlayerModeSelectState.cpp
003795e0,1056,CB3OnePlayerModeSelectState,"Action(EGtStateAction,void*,void*,void*)",B3OnePlayerModeSelectState.cpp
